index,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,sex,status_matrimonial,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
33,0,10,critical,accessory,2132,none,0,2,female,other,co applicant,3,real estate,27,none,rent,2,skilled,1,none,no,good
231,0,24,existing paid,car,2603,>=1000,4,2,female,other,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
580,0,15,existing paid,car,4657,little,4,3,male,single,none,2,car,30,none,own,1,skilled,1,yes,yes,good
143,0,33,delayed previously,business,2764,little,4,2,female,other,none,2,car,26,none,own,2,skilled,1,yes,yes,good
252,100,21,existing paid,business,1188,little,8,2,female,other,none,4,life insurance,39,none,own,1,skilled,2,none,yes,bad
915,0,15,critical,devices,1471,little,4,4,male,single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,good
434,0,12,existing paid,car,1101,little,4,3,male,widow,none,2,real estate,27,none,own,2,skilled,1,yes,yes,good
951,0,10,existing paid,car,2848,moderate,4,1,male,single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,good
203,100,24,existing paid,car,1355,little,0,3,female,other,none,4,car,25,none,own,1,unskilled,1,yes,yes,bad
998,0,45,existing paid,devices,1845,little,4,4,male,single,none,4,no known property,23,none,for free,1,skilled,1,yes,yes,bad
72,100,30,existing paid,car,2150,little,4,4,female,other,guarantor,2,no known property,24,bank,own,1,skilled,1,none,yes,bad
87,100,36,no credits/all paid,devices,3804,little,4,4,female,other,none,1,car,42,none,own,1,skilled,1,yes,yes,bad
655,0,18,existing paid,accessory,2473,little,unemployed,4,male,single,none,1,car,25,none,own,1,unemp/unskilled non res,1,none,yes,bad
788,0,15,existing paid,devices,1979,none,8,4,male,single,none,2,car,35,none,own,1,skilled,1,none,yes,good
145,0,18,no credits/all paid,accessory,3114,little,0,1,female,other,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,bad
223,100,6,all paid,education,433,>=1000,0,4,female,other,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
498,0,42,existing paid,devices,3965,little,0,4,male,single,none,3,car,34,none,own,1,skilled,1,none,yes,bad
49,0,18,critical,car,1055,little,0,4,female,other,none,1,life insurance,30,none,own,2,skilled,1,none,yes,good
810,0,48,existing paid,devices,10222,none,7,4,male,single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
692,0,12,existing paid,car,1884,little,8,4,male,single,none,4,car,39,none,own,1,high qualif,1,yes,yes,good
392,0,18,delayed previously,devices,2320,little,unemployed,2,male,widow,none,3,real estate,34,none,own,2,skilled,1,none,yes,good
261,0,18,critical,car,3966,little,8,1,female,other,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,bad
523,0,12,critical,car,2121,little,4,4,male,single,none,2,life insurance,30,none,own,2,skilled,1,none,yes,good
869,0,21,critical,car,12680,none,8,4,male,single,none,4,no known property,30,none,for free,1,high qualif,1,yes,yes,bad
386,100,9,existing paid,car,276,little,4,4,male,widow,none,4,real estate,22,none,rent,1,unskilled,1,none,yes,good
625,0,10,critical,car,1038,little,7,4,male,single,co applicant,3,life insurance,49,none,own,2,skilled,1,yes,yes,good
836,0,18,critical,devices,1800,little,4,4,male,single,none,2,car,24,none,own,2,skilled,1,none,yes,good
537,0,6,existing paid,devices,1346,moderate,8,2,male,single,none,4,no known property,42,bank,for free,1,skilled,2,yes,yes,good
960,0,24,existing paid,accessory,1747,little,0,4,male,single,co applicant,1,life insurance,24,none,own,1,unskilled,1,none,no,good
339,100,36,critical,car,2820,little,0,4,male,single,none,4,car,27,none,own,2,skilled,1,none,yes,bad
948,0,12,existing paid,devices,1107,little,4,2,male,single,none,2,real estate,20,none,rent,1,high qualif,2,yes,yes,good
929,0,36,existing paid,devices,3595,little,8,4,male,single,none,2,car,28,none,own,1,skilled,1,none,yes,good
974,300,30,critical,devices,3656,none,8,4,male,single,none,4,life insurance,49,stores,own,2,unskilled,1,none,yes,good
759,100,18,critical,accessory,1928,little,0,2,male,single,none,2,real estate,31,none,own,2,unskilled,1,none,yes,bad
594,0,48,no credits/all paid,car,4605,little,8,3,male,single,none,4,no known property,24,none,for free,2,skilled,2,none,yes,bad
225,100,9,existing paid,devices,790,rich,4,4,female,other,none,3,real estate,66,none,own,1,unskilled,1,none,yes,good
82,100,12,existing paid,devices,1092,little,4,4,female,other,guarantor,4,real estate,49,none,own,2,skilled,1,yes,yes,good
452,0,6,critical,devices,1169,none,8,4,male,single,none,4,real estate,67,none,own,2,skilled,1,yes,yes,good
578,0,12,existing paid,devices,707,little,4,4,male,single,none,2,real estate,30,bank,own,2,skilled,1,none,yes,good
108,0,18,existing paid,accessory,3650,little,0,1,female,other,none,4,car,22,none,rent,1,skilled,1,none,yes,good
879,100,12,no credits/all paid,retraining,1410,little,4,2,male,single,none,2,real estate,31,none,own,1,unskilled,1,yes,yes,good
481,0,11,critical,car,7228,little,4,1,male,single,none,4,life insurance,39,none,own,2,unskilled,1,none,yes,good
109,100,18,existing paid,accessory,3001,little,7,2,female,other,none,4,real estate,40,none,rent,1,skilled,1,none,yes,good
115,0,22,existing paid,car,1283,none,7,4,female,other,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,good
600,100,9,existing paid,accessory,2030,none,7,2,male,single,none,1,car,24,none,own,1,skilled,1,yes,yes,good
38,0,12,critical,car,3499,little,4,3,female,other,co applicant,2,real estate,29,none,own,2,skilled,1,none,yes,bad
349,0,36,existing paid,other,15857,little,unemployed,2,male,single,co applicant,3,car,43,none,own,1,high qualif,1,none,yes,good
949,0,21,existing paid,car,3763,none,7,2,male,single,co applicant,2,real estate,24,none,own,1,unskilled,1,none,no,good
697,0,12,no credits/all paid,accessory,2759,little,8,2,male,single,none,4,life insurance,34,none,own,2,skilled,1,none,yes,good
525,100,12,critical,car,1860,little,unemployed,4,male,single,none,2,car,34,none,own,2,high qualif,1,yes,yes,good
309,0,12,existing paid,accessory,1736,little,7,3,female,other,none,4,real estate,31,none,own,1,unskilled,1,none,yes,good
387,100,12,existing paid,car,685,little,7,2,male,widow,none,3,car,25,bank,own,1,unskilled,1,none,yes,bad
527,0,15,existing paid,accessory,2708,little,0,2,male,single,none,3,life insurance,27,bank,own,2,unskilled,1,none,yes,good
906,0,36,existing paid,accessory,5179,little,7,4,male,single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,bad
903,0,45,no credits/all paid,business,11816,little,8,2,male,single,none,4,car,29,none,rent,2,skilled,1,none,yes,bad
709,0,24,delayed previously,car,4679,little,7,3,male,single,none,3,car,35,none,own,2,unskilled,1,yes,yes,good
992,100,24,critical,devices,1743,little,8,4,male,single,none,2,life insurance,48,none,own,2,unskilled,1,none,yes,good
21,0,24,existing paid,devices,5943,none,0,1,female,other,none,1,car,44,none,own,2,skilled,1,yes,yes,bad
478,0,30,existing paid,devices,2333,rich,8,4,male,single,none,2,car,30,bank,own,1,high qualif,1,none,yes,good
367,100,30,existing paid,accessory,3832,little,0,2,male,widow,none,1,life insurance,22,none,own,1,skilled,1,none,yes,good
483,100,27,delayed previously,car,5965,little,8,1,male,single,none,2,car,30,none,own,2,high qualif,1,yes,yes,good
13,0,36,critical,devices,9566,little,4,2,female,other,none,2,car,31,stores,own,2,skilled,1,none,yes,good
18,0,36,existing paid,devices,2394,none,4,4,female,other,none,4,car,25,none,own,1,skilled,1,none,yes,good
529,0,27,delayed previously,car,8613,>=1000,4,2,male,single,none,2,car,27,none,own,2,skilled,1,none,yes,good
741,0,48,no credits/all paid,accessory,7119,little,4,3,male,single,none,4,no known property,53,none,for free,2,skilled,2,none,yes,bad
670,0,9,critical,accessory,2406,little,unemployed,2,male,single,none,3,car,31,none,own,1,high qualif,1,none,yes,good
969,0,4,critical,car,1455,little,7,2,male,single,none,1,real estate,42,none,own,3,unskilled,2,none,yes,good
727,0,36,existing paid,car,5493,little,8,2,male,single,none,4,no known property,42,none,for free,1,skilled,2,none,yes,good
88,0,30,existing paid,car,4811,none,7,2,female,other,none,4,life insurance,24,stores,rent,1,unskilled,1,none,yes,good
43,100,36,existing paid,devices,4795,little,0,4,female,other,none,1,no known property,30,none,own,1,high qualif,1,yes,yes,good
971,0,12,existing paid,car,2859,none,unemployed,4,male,single,none,4,no known property,38,none,own,1,high qualif,1,yes,yes,good
913,0,12,existing paid,devices,709,little,8,4,male,single,none,4,real estate,57,stores,own,1,unskilled,1,none,yes,bad
967,0,10,existing paid,car,1546,little,4,3,male,single,none,2,real estate,31,none,own,1,unskilled,2,none,no,good
894,0,36,critical,car,9629,little,7,4,male,single,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
656,0,12,existing paid,business,1542,little,7,2,male,single,none,4,car,36,none,own,1,skilled,1,yes,yes,good
735,300,15,existing paid,business,2687,little,7,2,male,single,none,4,life insurance,26,none,rent,1,skilled,1,yes,yes,good
